User-ID,Location,Age
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
242,"neuffen, baden-wuerttemberg, germany",37
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
243,"arden hills, minnesota, usa",NULL
244,"college station, texas, usa",NULL
244,"college station, texas, usa",NULL
244,"college station, texas, usa",NULL
244,"college station, texas, usa",NULL
244,"college station, texas, usa",NULL
244,"college station, texas, usa",NULL
244,"college station, texas, usa",NULL
244,"college station, texas, usa",NULL
247,"zografou, athens, greece",23
250,"minneapolis, minnesota, usa",25
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
254,"minneapolis, minnesota, usa",24
256,"boston, massachusetts, usa",NULL
256,"boston, massachusetts, usa",NULL
256,"boston, massachusetts, usa",NULL
256,"boston, massachusetts, usa",NULL
257,"quit, quit, quit",NULL
257,"quit, quit, quit",NULL
272,"walla walla, washington, usa",20
272,"walla walla, washington, usa",20
272,"walla walla, washington, usa",20
272,"walla walla, washington, usa",20
272,"walla walla, washington, usa",20
272,"walla walla, washington, usa",20
272,"walla walla, washington, usa",20
273,"snohomish, washington, usa",NULL
278,"chicago, illinois, usa",21
280,"yakima, washington, usa",NULL
289,"tampa, florida, usa",15
289,"tampa, florida, usa",15
291,"ft. collins, colorado, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
300,"newport news, virginia, usa",NULL
302,"capitola, california, usa",53
306,"boston, massachusetts, usa",NULL
310,"barcelona, n/a, spain",26
311,"ridderkerk, n/a, netherlands",34
313,"rutherford, new jersey, usa",NULL
323,"seattle, washington, usa",23
326,"parkville, missouri, usa",NULL
327,"dallas, texas, usa",NULL
332,"lake oswego, oregon, usa",59
334,"jyväskylä, n/a, finland",27
337,"málaga, n/a, spain",17
338,"minneapolis, minnesota, usa",NULL
339,"tampere, pirkanmaa, finland",20
343,"mesa, arizona, usa",NULL
345,"columbia, tennessee, usa",27
356,"leesburg, virginia, usa",NULL
361,"premià de dalt, barcelona, spain",25
361,"premià de dalt, barcelona, spain",25
362,"thunder bay, ontario, canada",63
362,"thunder bay, ontario, canada",63
362,"thunder bay, ontario, canada",63
362,"thunder bay, ontario, canada",63
367,"culver city, california, usa",45
372,"bamberg, bayern, germany",22
376,"fishers, indiana, usa",35
376,"fishers, indiana, usa",35
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
383,"carmichael, california, usa",NULL
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
384,"bucuresti, n/a, romania",23
387,"charity, missouri, usa",17
387,"charity, missouri, usa",17
387,"charity, missouri, usa",17
387,"charity, missouri, usa",17
387,"charity, missouri, usa",17
387,"charity, missouri, usa",17
387,"charity, missouri, usa",17
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
388,"nashville, tennessee, usa",35
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
392,"barcelona, catalunya, spain",44
393,"brighton, east sussex, united kingdom",24
393,"brighton, east sussex, united kingdom",24
393,"brighton, east sussex, united kingdom",24
400,"st. louis, missouri, usa",NULL
406,"madrid, madrid, spain",37
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
408,"mountain view, california, usa",17
413,"naperville, illinois, usa",17
413,"naperville, illinois, usa",17
413,"naperville, illinois, usa",17
413,"naperville, illinois, usa",17
422,"edmonton, alberta, canada",23
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
424,"portland, oregon, usa",29
430,"silver spring, maryland, usa",NULL
431,"ridgway, pennsylvania, usa",40
432,"kansas city, missouri, usa",NULL
432,"kansas city, missouri, usa",NULL
432,"kansas city, missouri, usa",NULL
432,"kansas city, missouri, usa",NULL
433,"smock, pennsylvania, usa",48
433,"smock, pennsylvania, usa",48
433,"smock, pennsylvania, usa",48
433,"smock, pennsylvania, usa",48
435,"naples, florida, usa",NULL
439,"tiburon, california, usa",NULL
440,"brookfield, wisconsin, usa",16
440,"brookfield, wisconsin, usa",16
440,"brookfield, wisconsin, usa",16
440,"brookfield, wisconsin, usa",16
441,"spokane, washington, usa",NULL
441,"spokane, washington, usa",NULL
441,"spokane, washington, usa",NULL
444,"sweet home, oregon, usa",40
444,"sweet home, oregon, usa",40
444,"sweet home, oregon, usa",40
444,"sweet home, oregon, usa",40
444,"sweet home, oregon, usa",40
444,"sweet home, oregon, usa",40
444,"sweet home, oregon, usa",40
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
446,"chevy chase, dc, usa",NULL
447,"medford, new jersey, usa",NULL
453,"charleston, west virginia, usa",NULL
460,"roma, italy, italy",NULL
460,"roma, italy, italy",NULL
463,"rouse hill, new south wales, australia",20
469,"corona, california, usa",18
472,"livingston, new jersey, usa",NULL
472,"livingston, new jersey, usa",NULL
472,"livingston, new jersey, usa",NULL
472,"livingston, new jersey, usa",NULL
472,"livingston, new jersey, usa",NULL
472,"livingston, new jersey, usa",NULL
475,"vancouver, british columbia, canada",34
476,"rome, new york, usa",NULL
476,"rome, new york, usa",NULL
476,"rome, new york, usa",NULL
476,"rome, new york, usa",NULL
476,"rome, new york, usa",NULL
476,"rome, new york, usa",NULL
476,"rome, new york, usa",NULL
476,"rome, new york, usa",NULL
479,"iowa city, iowa, usa",NULL
483,"shelton, washington, usa",72
486,"portland, oregon, usa",31
486,"portland, oregon, usa",31
486,"portland, oregon, usa",31
486,"portland, oregon, usa",31
486,"portland, oregon, usa",31
486,"portland, oregon, usa",31
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
487,"houston, texas, usa",NULL
489,"cape girardeau, missouri, usa",NULL
493,"manhattan, kansas, usa",29
494,"parry sound, ontario, canada",NULL
496,"west salem, wisconsin, usa",51
496,"west salem, wisconsin, usa",51
496,"west salem, wisconsin, usa",51
499,"la verne, california, usa",62
500,"san antonio, texas, usa",17
500,"san antonio, texas, usa",17
500,"san antonio, texas, usa",17
501,"richmond, virginia, usa",NULL
501,"richmond, virginia, usa",NULL
503,"el centro, california, usa",40
503,"el centro, california, usa",40
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
505,"washington, dc, usa",51
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
507,"dumas, arkansas, usa",NULL
508,"portland, oregon, usa",29
508,"portland, oregon, usa",29
512,"winter springs, florida, usa",58
513,"savannah, georgia, usa",NULL
516,"seattle, washington, usa",NULL
523,"bozeman, montana, usa",19
530,"moab, utah, usa",47
537,"davis, california,",NULL
538,"perryville, missouri, usa",26
538,"perryville, missouri, usa",26
542,"fort worth, texas, usa",NULL
547,"presque isle, maine, usa",NULL
558,"burnaby, ,",NULL
559,"pulaski, virginia, usa",NULL
559,"pulaski, virginia, usa",NULL
565,"franklin, tennessee, usa",48
565,"franklin, tennessee, usa",48
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
566,"springfield, illinois, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
567,"spokane, washington, usa",NULL
569,"lahore, punjab, pakistan",28
585,"milano, lombardia, italy",NULL
592,"boston, massachusetts, usa",NULL
595,"hollywood, florida, usa",17
595,"hollywood, florida, usa",17
595,"hollywood, florida, usa",17
595,"hollywood, florida, usa",17
595,"hollywood, florida, usa",17
595,"hollywood, florida, usa",17
595,"hollywood, florida, usa",17
596,"san francisco, california, usa",49
596,"san francisco, california, usa",49
602,"forest grove, oregon, usa",23
618,"providence, rhode island, usa",NULL
619,"long beach, mississippi, usa",NULL
619,"long beach, mississippi, usa",NULL
619,"long beach, mississippi, usa",NULL
619,"long beach, mississippi, usa",NULL
619,"long beach, mississippi, usa",NULL
619,"long beach, mississippi, usa",NULL
619,"long beach, mississippi, usa",NULL
619,"long beach, mississippi, usa",NULL
620,"toronto, ontario, canada",45
620,"toronto, ontario, canada",45
620,"toronto, ontario, canada",45
620,"toronto, ontario, canada",45
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
625,"marseille, provence, france",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
626,"graz, steiermark, austria",41
628,"berlin, berlin, germany",NULL
628,"berlin, berlin, germany",NULL
638,"san diego, california, usa",20
638,"san diego, california, usa",20
638,"san diego, california, usa",20
638,"san diego, california, usa",20
638,"san diego, california, usa",20
638,"san diego, california, usa",20
